Track Name,Artist,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_signature,Lyrics,Average1,Average2,Average3,Average4,Average5,Varience1,Varience2,Varience3,Varience4,Varience5,Standard Deviation1,Standard Deviation2,Standard Deviation3,Standard Deviation4,Standard Deviation5,Minimum1,Minimum2,Minimum3,Minimum4,Minimum5,Maximum1,Maximum2,Maximum3,Maximum4,Maximum5,Track Popularity Output,Artist Popularity Output
Eye Know,De La Soul,60,"east coast hip hop, golden age hip hop, hip hop, jazz rap",252671,1989-03-03,61,0.838,0.809,1,-7.989,1,0.0512,0.177,3.17e-06,0.0792,0.854,109.325,4,"Greetings, girl, and welcome to my world of phrase
I'm right up to bat
It's a Daisy age and you're about to walk top-stage
So wipe your Lottos on the mat
Hip-hop love this is and don't mind when I quiz your
Involvements before the sun
But clear your court 'cause this is a one-man sport
And who's better for this than plug one
Now you don't have to worry about me squashin' other deals

'Cause they've already been squooshed
Freeze a frame about moods the same which we can continue
Right behind the bush
You'll stay with me
Eye Know this
But not because of all my earthly treasures
Or regardless to the fact that I'm Posdnuos
But because
(Eye know I love you better)

May I cut this dance to introduce myself as
The chosen one to speak
Let me lay my hand across yours
And aim a kiss upon your cheek
They name's Plug Two
And from the soul I bring you
...
",45.35171,78.02721,61.86827,67.08951,58.02262,3336.9768,7119.2476,3074.0483,2937.3992,1227.9066,57.76657,84.37563,55.4441,54.197777,35.0415,0.5892671,0.6874789,0.32068935,0.33631873,1.1960325,903.231,963.2842,1024.6815,790.157,297.3452,,
Eyes Closed,Ed Sheeran,87,"pop, singer-songwriter pop, uk pop",194848,2023-03-24,16,0.777,0.526,2,-6.221,1,0.0645,0.302,0.0,0.105,0.389,107.071,4,"I know it's a bad idea
But how can I help myself?
Been inside for most this year
And I thought a few drinks, they might help
It's been a while, my dear
Dealin' with the cards life dealt
I'm still holdin' back these tears
While my friends are somewhere else

I pictured this year a little bit different when it hit February
I step in the bar, it hit me so hard, oh, how can it be this heavy?
Every song reminds me you're gone and I feel the lump form in my throat
'Cause I'm here alone

Just dancin' with my eyes closed
'Cause everywhere I look, I still see you
And time is movin' so slow
And I don't know what else that I can do
So I'll keep dancin' with my

Eye-eye-eye-eyes
Eye-eye-eye-eyes closed
Eye-eye-eye-eyes
So I'll keep dancin' with my
...
",24.7808,42.898422,64.00046,50.855137,65.63731,190.83678,1085.3351,2906.499,1276.6675,2353.5208,13.814368,32.944424,53.911957,35.730484,48.5131,0.17887397,0.31850138,0.5096391,0.27759537,0.9857559,116.50793,424.12573,772.5319,327.8117,415.59268,,
Eyes Fall,Ocie Elliott,65,victoria bc indie,200272,2021-08-27,50,0.486,0.295,11,-12.339,1,0.0305,0.918,0.07,0.125,0.309,157.473,4,"When you're not feeling strong
Everything is wrong
And you can't find the song
To embrace where you've gone

When your eyes fall to the ground, you know
I hope you can call on me
I will come to you with a song
So you're not alone

...
",66.14545,56.253056,38.725185,34.01403,31.81322,28514.709,3807.8096,1289.5156,557.07904,450.42282,168.86299,61.70745,35.90983,23.602522,21.223167,0.22166999,0.7349263,0.19613358,0.3768207,0.3621291,5703.369,1650.9851,805.6754,416.69528,355.41556,,
FTCU,Nicki Minaj,87,"hip pop, pop, queens hip hop, rap",172137,2023-12-08,88,0.928,0.458,11,-6.751,1,0.187,0.0175,0.000446,0.118,0.242,144.995,4,"Fuck this club up, fuck this, fuck this club up (Flocka)
Fuck this club up, fuck this, fuck this club up (Flocka)
Fuck this club up, fuck this, fuck this club up (Flocka)
(ATL Jacob, he a fuckin' millionaire) yeah

Fuck this club up, fuck this, fuck this club up (yeah, yeah, yeah-yeah) (Flocka)
Fuck this club up, fuck this, fuck this club up (yeah, yeah-yeah) (Flocka)
Fuck this club up, fuck this, fuck this club up (yeah, yeah-yeah) (Flocka)
Fuck this club up, fuck this, fuck this club up (Flocka)

Ayo, I tell 'em that I'm the Sleeze, they tellin' me, ""Okay, prove it""
I leave these bitches on read, so now they know that they blew it
I tell 'em I'm movin' units, my videos, they gon' view it
Spotify ain't gotta lie, they really streamin' my music (woo, woo)

I give bitches the crown, they fuck around and lose it, nah (nah)
I am the wave, I only wave when I'm tellin' 'em bye (bye)
Bitch, we ain't twinnin', ain't fraternal or identical (cal)
...
",98.73392,122.51358,79.35085,72.99932,86.436485,16821.314,7346.652,2266.0444,1621.5862,2303.0498,129.697,85.71261,47.60299,40.268925,47.9901,0.48775476,0.71048397,0.6597731,0.49447265,0.5141715,1831.9482,1202.0242,507.4882,286.77414,378.6036,,
FUK SUMN,¥$,84,,209577,2024-02-09,88,0.774,0.818,4,-2.825,0,0.145,0.127,0.0,0.0529,0.438,142.084,4,"Smokin' on a junt with my niggas drinkin' O.E
Stop off, stop off at the liquor store
Get your 'Gnac, then we headed for the Indo
Smokin' on a junt with my niggas drinkin' O.E
Stop off, stop off at the liquor store
Get your 'Gnac, then we headed for the Indo

I'm tryna fuck somethin' right now
That lil' ho, she tryna fuck somethin' right now
I'm try-, I'm tryna fuck somethin' right now
That lil' ho, she tryna fuck somethin' right now

Shawty wanna fuck? Whoa
I'ma let her hop on somethin'
Shawty wanna fuck? Whoa
I'ma let her hop on somethin'
Shawty wanna fuck? Whoa
I'ma let her hop on somethin'
Shawty wanna fuck? Whoa
I'ma let her hop on somethin'

Ooh, ooh, right, uh, now (hol' up)
Shawty wanna fuck on me, I told her, ""Let's go, uh, now"" (hol' up)
She asked me to nut on her face, she tryna show me, uh, ah
Miami, Bal Harbour, before I tote, uh, ah
I'm on the G6 brackin' shit with my pole, ha
All black Brabus truck, lookin' like my soldier with that, mmh
...
",70.74831,62.73958,41.10099,36.354713,30.64435,15520.037,4801.8716,1041.3513,638.73584,394.32098,124.57944,69.29554,32.269974,25.273224,19.857517,0.56623673,0.41342455,0.5425166,0.25213096,0.54381377,2331.2627,1187.6504,660.52545,427.51462,273.52667,,
Fair Trade (with Travis Scott),Drake,96,"canadian hip hop, canadian pop, hip hop, pop rap, rap",291175,2021-09-03,86,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,4,"I don't understand why you blame me
Just take me as I am, it's the same me
We should be (Yeah)
Senseless sight to see
Yeah
Senseless sight to see
Ayy

Feelin' young but they treat me like the OG
And they want the tea on me, I swear these bitches nosey
Said he put some money on my head, I guess we gon' see
I won't put no money on his head, my niggas owe me
I gotta be single for a while, you can't control me
Uno, dos, tres, in a race, they can't hold me
And I show my face in a case so you know it's me
Imitation isn't flattery, it's just annoyin' me
And I'm too about it
And the dirt that they threw on my name
Turned to soil and I grew up out it
Time for y'all to figure out what y'all gon' do about it
Big wheels keep rollin', rollin'

I'm outside, twenty-nine, G5, seaside
I've been losin' friends and findin' peace
But honestly that sound like a fair trade to me
If I ever hurt one and I'm still here
Outside, frontline, Southside
I've been losin' friends and findin' peace
Honestly that sound like a fair trade to me

Look, don't invite me over if you throw another pity party
Lookin' back, it's hard to tell you where I started
I don't know who love me, but I know that it ain't everybody
I can never love her, she a busy body
Baby, if you want me, can't be turnin' up with everybody, nah
Can't be fuckin' on just anybody, yeah
I got feelings for you, that's the thing about it, yeah
You know that it's somethin' when I sing about it, yeah
...
",37.0077,63.52607,49.494003,48.88887,48.300602,1214.5729,2149.7932,1265.6183,1113.2837,1272.195,34.850723,46.365864,35.57553,33.365906,35.667843,0.11875264,0.30167684,0.27321988,0.37699872,0.38446516,428.84802,539.9085,432.2446,251.51569,417.05457,,
Fast Car,Luke Combs,83,"contemporary country, country",265493,2023-03-24,89,0.712,0.603,8,-5.52,1,0.0262,0.186,0.0,0.115,0.67,97.994,4,"You got a fast car
And I want a ticket to anywhere
Maybe we make a deal
Maybe together we can get somewhere

Any place is better
Starting from zero, got nothing to lose
Maybe we'll make something
Me, myself, I got nothing to prove

You got a fast car
I got a plan to get us out of here
I've been working at the convenience store
Managed to save just a little bit of money

Won't have to drive too far
Just across the border and into the city
You and I can both get jobs
Finally, see what it means to be living

See, my old man's got a problem
He live with the bottle, that's the way it is
He says his body's too old for working
His body's too young to look like his

Mama went off and left him
She wanted more from life than he could give
...
",28.835562,39.316696,35.189693,24.416754,22.473192,1263.8901,1824.8286,851.7876,399.46176,209.07501,35.55123,42.718014,29.1854,19.98654,14.459427,0.056133404,0.4543618,0.4498367,0.29952696,0.27099156,685.91266,1148.038,441.74246,379.1315,182.86981,,
Feather,Sabrina Carpenter,80,pop,185552,2023-03-17,93,0.787,0.686,6,-4.37,0,0.0339,0.0893,0.0,0.0927,0.836,123.51,4,"(Do-do-do, do-do-do, do-do-do, do-do-do)
(Do-do, do-do-do, do-do-do, do-do-do)
Oh, not another take

Oh, it's like that, I'm your dream come true
When it's on a platter for you
Then you pull back, when I try to make plans
More than two hours in advance, hmm

I slam the door, I hit ignore
I'm saying, no, no, no, no more
I got you blocked
After this, an afterthought
I finally cut you off

I feel so much lighter like a feather with you off my mind, ahh
Floatin' through the memories like whatever
You're a waste of time, ahh
Your signals are mixed, you act like a bitch
You fit every stereotype, send a pic
I feel so much lighter like a feather with you out my life
With you out my life
...
",33.14708,42.038853,48.827732,44.98013,60.65176,390.55786,981.72375,1453.0687,842.9479,1527.59,19.762537,31.332472,38.119137,29.033566,39.084396,0.09719797,0.19177398,0.35821816,0.21227807,1.1370196,167.25449,558.56744,357.41452,247.15602,424.7281,,
Find Me Here - Broke Down,Tucker Beathard,34,"country pop, modern country rock",234320,2020-08-21,44,0.611,0.305,4,-8.107,1,0.0336,0.747,0.0,0.0916,0.218,79.211,4,"I'm tangled up in hotel sheets
Three sheets to the wind
I'm kicking myself
Staring at this cross on my skin
Too jacked up to just black out
In this mess of a bed I made
With some girl I'll just call Omaha
'Cause I'll forget her name

And there's a preacher on a TV
Saying something 'bout You coming back soon
And got me thinking 'bout how
If You walked in now
What the hell I'd do

I wish I was on a plane or hopping trains
Standing with my thumb in the air
Waving down a cab somewhere
Really, I don't wanna be
Caught in room 316
With a hotel Bible as a coaster underneath my beer
...
",43.934753,51.095444,40.65548,35.63561,36.316494,956.49133,2612.6975,892.5441,721.5479,565.12427,30.927195,51.11455,29.875477,26.861645,23.772343,0.66336167,0.5711842,0.28913954,0.6742235,0.72053355,519.30927,979.0763,374.181,384.6413,259.332,,
Fingers Crossed,Lauren Spencer Smith,68,"alt z, gen z singer-songwriter, singer-songwriter pop",175344,2022-01-05,1,0.603,0.473,5,-7.23,1,0.0511,0.616,0.0,0.31,0.446,109.494,4,"Introduced me to your family
Watched my favorite shows on your TV
Made me breakfast in the morning
When you got home from work

Making plans to travel 'round the world
Said we'd always put each other first
All love songs we used to play to
Funny, now I hate you

Now I remember when you'd call me late at night
I gave you my hours and advice
Just tryna fix you and all your daddy issues
But now I don't even miss you anymore

So I, I want all the tears back that I cried
All the hours spent giving advice on how to write your songs
...
",37.63694,83.82259,42.12956,43.19366,37.265038,2993.0413,5917.5654,933.65247,684.7502,646.67017,54.708694,76.92571,30.555727,26.167732,25.42971,0.50290364,1.0366696,0.88204604,0.3627985,0.23517407,1272.3003,1135.6752,374.7226,274.77423,312.51923,,
First Class,Jack Harlow,83,"deep underground hip hop, kentucky hip hop, pop rap, rap",173947,2022-04-08,12,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,"Uh

I been a (G), throw up the (L)
Sex in the (AM), uh-huh (O-R-O-U-S, yeah)
And I could put you in (first class, up in the sky)
I could put you in (first class, up in the, up-up in the)

I been a (G), throw up the (L)
Sex in the (AM), uh-huh (O-R-O-U-S, yeah)
And I could put you in (first class, up in the sky)
I could put you in (first class, up in the, up-up in the)

I could see the whole city from this balcony
Back in 2019, I was outside freely, but now they got it out for me
I'on care what frat that you was in
You can't alpha me, keep dreaming

Pineapple juice, I give her sweet, sweet, sweet semen
I know what they like, so I just keep cheesing
Hard drive full of heat seeking
...
",88.67545,96.87041,53.822056,44.666965,45.158783,15895.325,8548.304,1524.4578,802.3915,634.42725,126.07666,92.45704,39.044304,28.326515,25.18784,0.79721683,0.61817175,0.25280187,0.5212458,0.2777552,2552.4463,1455.9374,519.97974,303.56726,246.52481,,
First Person Shooter (feat. J. Cole),Drake,96,"canadian hip hop, canadian pop, hip hop, pop rap, rap",247444,2023-10-06,89,0.47,0.64,2,-7.779,1,0.32,0.0277,0.0,0.382,0.248,163.92,4,"(Pew, pew-pew)

First-person shooter mode, we turnin' your song to a funeral
To them niggas that say they wan' off us, you better be talkin' 'bout workin' in cubicles
Yeah, them boys had it locked, but I knew the code
Lot of niggas debatin' my numeral
Not the three, not the two, I'm the U-N-O
Yeah
Numero U-N-O
Me and Drizzy, this shit like the Super Bowl
Man, this shit damn near big as the-

Big as the what? Big as the what? Big as the what?
Big as the Super Bowl
But the difference is it's just two guys playin' shit that they did in the studio
Niggas usually send they verses back to me, and they be terrible, just like a two-year-old
I love a dinner with some fine women when they start debatin' about who the G.O.A.T
I'm like go on 'head, say it then, who the G.O.A.T.?
Who the G.O.A.T.? Who the G.O.A.T.? Who the G.O.A.T.?

Who you bitches really rootin' for?
Like a kid that act bad from January to November, nigga, it's just you and Cole
Big as the what? Big as the what? Big as the what? (Ayy)
Big as the Super Bowl

Niggas so thirsty to put me in beef
Dissectin' my words and start lookin' too deep
I look at the tweets and start suckin' my teeth
I'm lettin' it rock 'cause I love the mystique
I still wanna get me a song with YB
Can't trust everything that you saw on IG
...
",26.535671,36.13054,34.542854,33.745712,33.286148,236.3939,705.6834,650.0806,470.4842,488.04935,15.375107,26.564703,25.49668,21.690647,22.091839,0.13655074,0.10353288,0.17147344,0.07574899,0.32811493,153.14738,367.92337,339.74805,253.04684,214.76935,,
Fix You,Coldplay,87,"permanent wave, pop",295533,2005-06-07,87,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,4,"When you try your best, but you don't succeed
When you get what you want, but not what you need
When you feel so tired, but you can't sleep
Stuck in reverse
When the tears come streaming down your face
When you lose something you can't replace
When you love someone, but it goes to waste
Could it be worse?

Lights will guide you home
And ignite your bones
And I will try to fix you
...
",26.22847,51.229313,29.976995,30.256134,27.127918,296.18326,2656.0574,354.66855,383.0551,237.74448,17.209976,51.536953,18.832645,19.571795,15.418964,0.10856604,0.11725787,0.19533744,0.06498901,0.30406967,314.3953,696.62695,218.53232,265.89807,137.40446,,
Flashdance...What a Feeling - Radio Edit,Irene Cara,63,"disco, new romantic, new wave pop, soft rock",237053,1983-11-02,80,0.572,0.654,7,-7.027,0,0.0344,0.0058,3.21e-06,0.09,0.399,122.491,4,"First, when there's nothing but a slow glowing dream
That your fear seems to hide deep inside your mind
All alone I have cried, silent tears full of pride
In a world made of steel, made of stone

Well, I hear the music close my eyes, feel the rhythm
Wrap around, take a hold of my heart

What a feeling, being's believin'
I can have it all, now I'm dancing for my life
Take your passion and make it happen
Pictures come alive, you can dance right through your life
...
",46.57588,67.70952,70.48418,62.361843,61.278904,1045.4941,4045.1814,6142.7246,1919.6957,2276.8616,32.334103,63.60174,78.375534,43.81433,47.71647,0.77117145,0.08708848,0.27098686,0.22644094,0.34648064,481.01306,1482.5176,1393.1857,565.7178,832.01807,,
Flashed Junk Mind,Milky Chance,72,"german pop, modern rock",261973,2014-10-14,66,0.839,0.83,11,-8.785,1,0.0479,0.363,0.0491,0.112,0.908,117.997,4,"When we were young souls on the junkyard
Now we are stunned minds, full of junk-goods
But I feel your heartbeat, just like mine
I feel your heartbeat all the time

And we were bound to the city life
Flashlights when we're falling into the night
Focused on what you feel
Just when you were calling her love that day

And we were bound to the city life
Flashlights when we're falling into the night
Focused on what you feel
Just when you were calling her love that day
...
",20.162117,27.315577,40.943333,38.617332,38.217278,147.31506,269.71228,965.17535,828.08435,844.49384,12.1373415,16.42292,31.067272,28.776455,29.060177,0.32002318,0.11243525,0.59369975,0.69038093,0.23982292,115.35377,132.5669,328.78378,259.76352,621.62866,,
Flowers in Your Hair,The Lumineers,78,"folk-pop, modern rock, stomp and holler",109735,2012-04-03,77,0.67,0.609,7,-10.088,1,0.0333,0.749,6.74e-05,0.227,0.573,127.463,4,"When we were younger, we thought
Everyone was on our side, then we grew a little
And romanticized the time I saw
Flowers in your hair

See, it takes a boy to live
It takes a man to pretend he was there

So then we grew a little and knew a lot
And now we demonstrated it to the cops
And all the things we said
...
",58.49701,96.15575,89.88766,70.33294,74.24618,1128.0223,5607.2354,3433.3855,3125.6543,2944.3003,33.586044,74.88148,58.595097,55.90755,54.261406,0.39014354,0.5360347,0.5912873,0.60706055,0.57463783,268.50085,1343.7072,676.75574,949.9125,1704.2218,,
Forget Me,Lewis Capaldi,81,"pop, uk pop",203666,2023-05-19,80,0.664,0.76,1,-3.769,0,0.0448,0.318,0.0,0.34,0.7,101.987,4,"Days ache and nights are long
Two years and still you're not gone
Guess I'm still holding on

Drag my name through the dirt
Somehow it doesn't hurt though
Guess you're still holding on

You told your friends you want me dead
And said that I did everything wrong
And you're not wrong
Well I'll take all the vitriol
But not the thought of you moving on

'Cause I'm not ready
To find out you know how to forget me
I'd rather hear how much you regret me
And pray to God that you never met me
Than forget me

Oh I hate to know I made you cry
But love to know I cross your mind
Babe oh I
Even after all it'd still wreck me
To find out you'd know how to forget me
Even after all this time
...
",19.70477,23.315434,35.379414,45.836926,53.137856,232.7771,239.6634,1402.0724,1783.5745,2349.0134,15.257034,15.481066,37.444256,42.232388,48.46662,0.16984832,0.14554623,0.1875661,0.19653215,0.20906827,271.2451,131.10008,583.4639,518.7264,493.69736,,
Forgiveness,David Nail,49,"contemporary country, country road, modern country rock",247948,2019-11-01,49,0.552,0.449,0,-8.024,0,0.0288,0.628,0.025,0.116,0.171,83.88,4,"I can't lie, it's hard to hear
After all we've shared
After all these years
I don't know
What I'm supposed to say
What I'm supposed to feel
Seeing you this way

I wish I held the answers
To all the questions in your mind
Wish I could say it will get better
But I can't look at you and lie
I know I've had my share of troubles
...
",31.296577,32.54984,43.01911,42.65355,39.31179,285.89255,313.53033,808.93536,569.04865,532.9146,16.908358,17.706787,28.44179,23.85474,23.084944,0.72716004,0.28028122,0.45725438,0.44362164,0.18705465,134.777,143.21895,274.67596,185.30602,181.72432,,
Fortunate Son,Creedence Clearwater Revival,80,"album rock, classic rock, country rock, rock, southern rock, swamp rock",140773,1969-11-02,89,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4,"Some folks are born made to wave the flag
They're red, white and blue
And when the band plays ""Hail to the Chief""
They point the cannon at you, Lord

It ain't me, it ain't me
I ain't no senator's son, son
It ain't me, it ain't me
I ain't no fortunate one

Some folks are born, silver spoon in hand
...
",45.63256,66.49001,53.0146,42.380726,41.063988,2965.4763,3869.6702,2026.0763,820.5897,723.9808,54.45619,62.206673,45.01196,28.645937,26.90689,0.65835893,0.8604975,0.652713,0.49245945,0.22727758,1407.0931,775.65753,615.66473,298.25928,255.6572,,
Free Animal,Foreign Air,51,"charlotte nc indie, indie poptimism, modern alternative rock",180213,2016-09-23,65,0.577,0.583,5,-7.257,0,0.0433,0.0904,0.0,0.0937,0.406,80.002,4,"My heart beats in patters to the broken sound
You're the only one that can calm me down
My head spins in circles so I'm dizzy now
All of this time I should've figured it out

I'm a free animal, free animal

I'm a free animal, free animal

Free animal, free animal
My heart beats in patters to the broken sound
Free animal, free animal
You're the only one that can calm me down

...
",22.223272,34.188763,37.033028,28.690716,30.318317,158.36333,481.89825,653.5186,277.52893,276.99454,12.5842495,21.95218,25.56401,16.659199,16.643152,0.18831491,0.31559336,0.27008718,0.36060625,0.32856548,90.724815,246.03076,222.17894,178.95836,125.06504,,
Friday I'm in Love,The Cure,75,"new wave, permanent wave, rock, uk post-punk",214400,1992-04-21,71,0.526,0.762,0,-12.437,0,0.0342,0.000972,0.000116,0.338,0.505,136.203,4,"I don't care if Monday's blue
Tuesday's grey and Wednesday too
Thursday, I don't care about you
It's Friday, I'm in love

Monday, you can fall apart
Tuesday, Wednesday, break my heart
Oh, Thursday doesn't even start
It's Friday, I'm in love

Saturday, wait
And Sunday always comes too late
But Friday, never hesitate

I don't care if Monday's black
Tuesday, Wednesday, heart attack
Thursday, never looking back
...
",26.48115,35.980957,41.839718,39.086555,42.593655,401.8184,575.1913,745.9511,933.47974,1207.4719,20.045408,23.983147,27.312105,30.5529,34.748695,0.1436048,0.44946715,0.2899235,0.51600695,0.47724032,232.68692,268.6822,238.92838,341.6518,407.795,,
Front Porch,Joy Williams,55,"acoustic pop, christian indie, nashville americana, nashville singer-songwriter, new americana",231813,2019-05-03,60,0.567,0.224,1,-10.024,1,0.0299,0.887,0.0,0.109,0.2,124.44,4,"There are no wrong roads
And no window stays closed
Love is always sad when it fades
The glass is better stained anyways

If never you find what you're looking for
Come on back to the front porch
Say my name through the screen door
Come on back to the front porch
Whatever you've done it doesn't matter
'Cause darling we're all a little splintered and battered
But the light is on, what you waiting for?
Come on back, come on back to the front porch

...
",47.02332,64.68551,45.69521,41.31618,49.52843,3186.8433,6532.243,1110.2551,726.0114,1187.5736,56.452133,80.822296,33.32049,26.9446,34.46119,0.65550286,0.59271914,0.27315542,0.117876925,0.9478485,1569.1155,1860.0365,570.04315,339.50497,419.01517,,
Frontin' (feat. Jay-Z) - Club Mix,Pharrell Williams,78,"dance pop, pop",236506,2003-08-19,69,0.894,0.404,9,-5.913,0,0.13,0.453,1.57e-06,0.0801,0.759,102.009,4,"You know I'm looking at you
Sexy thing
Girl, your ass is so fat
Been wantin' to get with you

Yeah, yeah
Don't wanna sound full of myself or rude
But you ain't looking at no other dudes
'Cause you love me
I'm sorry, baby, you so sexy
So you think about a chance
You find yourself trying to do my dance
Maybe 'cause you love me
Uh, you do it well

So then we tried
Singing it slow now because you weren't used to how fast we touched (how fast we touched)
Then we locked eyes
And I knew I was in there and I was gonna tear ya ass up (tear your ass up)

I know that I'm carrying on, nevermind if I'm showing off
I was just frontin' (You know I want you babe)
I'm ready to bet it all, unless you don't care at all
...
",53.6174,46.749123,44.184616,37.258007,32.432957,38897.582,2562.6272,1989.408,739.58966,398.06778,197.2247,50.6224,44.60278,27.195398,19.951635,0.70654386,0.23123465,0.4387532,0.6209618,0.37364134,9916.647,774.2385,1009.9671,392.9111,212.32129,,
GET OFF ME (with Travis Scott),Kid Cudi,81,"hip hop, ohio hip hop, pop rap, rap",215240,2024-01-12,79,0.78,0.41,5,-8.164,1,0.0451,0.0185,0.0,0.153,0.0585,121.919,4,"Question (Zombie on the track)
What's it called when your music changes the world?
I call it magic (Zombie on the track)
Welcome to Magic City
Everybody leaves with a smile on they face (hahaha)
When wizards collide, things get monumental
Things get legendary, some things may never be the same
This what y'all was waitin' for?
Now watch the competition disappear, poof

Intercept, we go (uh, uh), too bossy (aye)
Bet a nigga cooler than the motherfuckers talkin', too flossy (aye)
Tell them we ain't trippin' 'bout them ho niggas, leading the team is somebody in the law (yah)
Keep the money on flow when I'm getting what I need, it's a car, what it cost? I'm raw
Yeah, get it off me, ah
Yeah, get it off me, yeah

Livin' when I'm zooted so often (ah)
This shit lit, get out bad (yeah, yeah)
In fact, I ain't even worried 'cause I'm triple G, hear 'em
Look at the stars, no cap, OG hit em
When I give 'em what I bleed for the fam', yeah, hit 'em

Ooh, the drop, cruise in the drop, hit me
Rollin' rock, too much fresher than y'all, hit me
Bitch, get off me
Bitch, get off me
...
",56.130783,49.216614,46.150257,39.11676,33.592533,43154.656,2781.9177,2216.6494,815.4537,439.5297,207.73698,52.74389,47.081306,28.55615,20.964964,0.56586003,0.31316015,0.19706829,0.06871194,0.5799772,9954.389,991.74567,1194.3895,452.84283,237.19962,,
GHOST TOWN,Benson Boone,81,singer-songwriter pop,193733,2021-10-15,81,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,3,"You fill me up 'til you're empty
I took too much and you let me
We've been down all these roads before
And what we found don't live there anymore

It's dark, it's cold
If my hand is not the one you're meant to hold

Maybe you'd be happier with someone else
Maybe loving me's the reason you can't love yourself
Before I turn your heart into a ghost town
Show me everything we built, so I can tear it all down
Down
Down, down, down

You know I'll stay, don't you tempt me
But all this weight is getting heavy
Been holding up what wasn't meant to stand
...
",40.56467,60.785465,41.440403,32.678314,32.165333,3525.1526,5907.3784,821.2962,440.51434,510.8308,59.372997,76.859474,28.658266,20.988434,22.601566,0.05503178,0.14603652,0.37171498,0.18037362,0.54064745,1192.9398,1423.568,305.54074,193.4517,208.80678,,
GODS,League of Legends,77,"speedrun, video game music",220878,2023-10-04,83,0.588,0.765,3,-5.914,0,0.0518,0.00685,3.23e-05,0.2,0.492,145.988,4,"Go-go-go-go-go-gods
Go-go-go-go-go-gods

Ay, this is what you came for, blood on the game ball
Everybody dropping like rainfall
Uh, this is your moment, eyes on the pulpit, kid
Think church just opened

And they're singing your praises, la-la-la
Screaming your name out lo-lo-loud
One more step, you're immortal now, 'cause

Once you play God, once you play God
They're gonna crumble one by one
Then we gon' ride right into the sun
Like it's the day my kingdom come

Baby, we're go-go-go-go-go-gods
Yeah, we're go-go-go-go-go-gods

...
",60.307312,108.08149,73.40678,52.654346,50.518723,3453.3596,9298.887,2813.106,1030.0889,888.62024,58.765293,96.43073,53.038723,32.094997,29.809734,0.17425248,1.4447126,0.77803904,0.04505454,0.5856859,1049.8866,1996.6244,703.66125,588.0824,310.7089,,
GRAMMY PARTY,DaBaby,79,"hip hop, north carolina hip hop, pop rap, rap, trap",110881,2024-02-29,46,0.839,0.529,8,-5.382,1,0.338,0.0171,0.0,0.36,0.813,156.07,4,"I've seen baby posted at the Grammy party with a stick (yeah)
Let's go, nigga
Huh
(Bang baby, that's my baby)

I've seen baby posted at the Grammy party with a stick
I got too much bread to do the talkin' get ya
I got too much bread to do the talkin' get ya hit
And I can't tell her everythin' about me, I'm a pimp

Yeah, I step on business, she gonna respect my pimpin' (yeah)
You know I don't care about feelings (yeah), you know I care about millions (let's go)
You know she want me to fuck her for free, she don't even let y'all niggas (I tell 'em)
I tell them, new niggas better come catch up with me, soon as they catch y'all niggas, yeah

Pull up and hop out that thin' on 'em, cars to the side
Hoggin' the lane on 'em, look how I drive
I'm in the paint on 'em, lil nigga small
I'm havin' weight on 'em, get up and ball
Ain't finna wait on these bands a dog
...
",64.315895,41.430473,37.07569,35.517197,38.00824,25122.957,1727.6282,999.06555,531.30066,1040.1493,158.50223,41.564747,31.607998,23.04996,32.251347,0.90700924,0.6257857,0.47058263,0.2992816,0.44593784,5263.139,763.48303,705.25885,249.04652,865.4963,,
Georgia,Vance Joy,76,"folk-pop, modern rock",230506,2014-09-09,69,0.388,0.66,11,-7.372,1,0.0308,0.312,0.000307,0.0943,0.401,143.554,4,"She is something to behold
Elegant and bold

She is electricity
Running to my soul
Ohh

And I could easily lose my mind
The way you kiss me will work each time
Calling me to come back to bed
Singing ""Georgia on My Mind""
And I
And I

Lips, generous and warm
You build me up like steps

Eyes innocent and wild
Remind me what it's like
Ohh

And I could easily lose my mind
...
",35.73243,67.53843,62.834877,49.9275,55.989975,518.1182,2133.2375,2191.3674,1111.9247,1114.5844,22.76221,46.186985,46.812042,33.345535,33.38539,0.20129882,1.2276565,0.14496908,0.2668807,0.7983208,182.21727,568.9348,546.76544,370.43875,327.33762,,
